RD,STNUM,STDIR,STREET,DISTRICT,DATEOCC,TIME,PRIMARY_CLASS,SECONDARY_CLASS,RECOVERED_I
HT499688,1XX,N,WABASH AVE,1,10-Sep-11,8:00 PM,THEFT,$500 AND UNDER,N
HT490919,51XX,W,BERENICE AVE,16,10-Sep-11,9:00 PM,THEFT,$500 AND UNDER,N
HT491105,14XX,W,WEBSTER AVE,18,10-Sep-11,10:00 PM,THEFT,OVER $500,N
HT491011,61XX,S,CARPENTER ST,7,10-Sep-11,11:00 PM,THEFT,$500 AND UNDER,N
HT494886,16XX,N,LAKE SHORE DR,18,11-Sep-11,12:00 PM,THEFT,OVER $500,N
HT491690,22XX,N,STOCKTON DR,18,11-Sep-11,12:00 PM,THEFT,OVER $500,N
HT491814,47XX,N,LINCOLN AVE,19,11-Sep-11,2:30 PM,THEFT,$500 AND UNDER,N
HT491831,22XX,N,CANNON DR,18,11-Sep-11,2:30 PM,THEFT,OVER $500,N
HT492151,XX,S,WABASH AVE,1,11-Sep-11,3:30 PM,THEFT,OVER $500,N
HT518555,18XX,N,LINCOLN PARK WEST,18,11-Sep-11,6:00 PM,THEFT,OVER $500,N
HT492267,46XX,N,LINCOLN AVE,19,11-Sep-11,6:30 PM,THEFT,OVER $500,N
HT495072,9XX,S,ABERDEEN ST,12,12-Sep-11,12:00 AM,THEFT,$500 AND UNDER,N
HT523960,51XX,S,MAJOR AVE,8,12-Sep-11,5:30 AM,THEFT,$500 AND UNDER,N
HT493429,55XX,N,SPAULDING AVE,17,12-Sep-11,7:30 AM,THEFT,$500 AND UNDER,N
HT492872,26XX,W,36TH ST,9,12-Sep-11,9:00 AM,THEFT,$500 AND UNDER,N
HT493651,6XX,S,LOOMIS ST,12,12-Sep-11,2:45 PM,THEFT,$500 AND UNDER,N
HT493626,28XX,N,PINE GROVE AVE,23,12-Sep-11,3:00 PM,THEFT,OVER $500,N
HT494031,27XX,N,MARSHFIELD AVE,19,12-Sep-11,3:00 PM,THEFT,OVER $500,N
HT496255,28XX,N,CLARK ST,19,13-Sep-11,10:00 AM,THEFT,$500 AND UNDER,N
HT498411,14XX,W,WEBSTER AVE,18,13-Sep-11,3:40 PM,THEFT,OVER $500,N
HT495312,16XX,N,FRANCISCO AVE,14,13-Sep-11,5:15 PM,THEFT,$500 AND UNDER,N
HT496587,5XX,W,STRATFORD PL,23,13-Sep-11,5:30 PM,THEFT,OVER $500,N
HT495393,7XX,E,133RD PL,5,13-Sep-11,6:15 PM,THEFT,$500 AND UNDER,N
HT497780,21XX,W,WABANSIA AVE,14,13-Sep-11,11:00 PM,THEFT,$500 AND UNDER,N
HT496760,26XX,N,KEDZIE AVE,14,14-Sep-11,6:30 AM,THEFT,$500 AND UNDER,N
HT499931,26XX,W,CHICAGO AVE,13,14-Sep-11,7:20 AM,THEFT,$500 AND UNDER,N
HT496540,9XX,W,BUENA AVE,23,14-Sep-11,11:50 AM,THEFT,$500 AND UNDER,N
HT497677,49XX,N,SHERIDAN RD,20,14-Sep-11,12:00 PM,THEFT,OVER $500,N
HT497418,16XX,N,CLARK ST,18,14-Sep-11,12:00 PM,THEFT,$500 AND UNDER,N
HT497203,56XX,W,BELMONT AVE,16,14-Sep-11,7:50 PM,THEFT,$500 AND UNDER,N
HT498014,23XX,W,FULLERTON AVE,14,14-Sep-11,8:20 PM,THEFT,$500 AND UNDER,N
HT497390,40XX,W,ARMITAGE AVE,25,14-Sep-11,10:30 PM,THEFT,$500 AND UNDER,N
HT498140,25XX,W,ADDISON ST,19,15-Sep-11,7:00 AM,THEFT,OVER $500,N
HT498070,8XX,W,33RD PL,9,15-Sep-11,9:00 AM,THEFT,OVER $500,N
HT498070,8XX,W,33RD PL,9,15-Sep-11,9:00 AM,THEFT,OVER $500,N
HT497718,1XX,E,51ST ST,2,15-Sep-11,9:15 AM,THEFT,$500 AND UNDER,N
HT498735,20XX,N,MILWAUKEE AVE,14,15-Sep-11,3:00 PM,THEFT,$500 AND UNDER,N
HT545956,8XX,N,LEAVITT ST,13,15-Sep-11,5:00 PM,THEFT,$500 AND UNDER,N
HT498795,9XX,W,FULLERTON AVE,18,15-Sep-11,5:00 PM,THEFT,$500 AND UNDER,N
HT498778,19XX,W,POLK ST,12,15-Sep-11,6:15 PM,THEFT,$500 AND UNDER,N
HT501058,32XX,N,LAKE SHORE DR,23,15-Sep-11,6:30 PM,THEFT,$500 AND UNDER,N
HT499181,7XX,S,WELLS ST,1,15-Sep-11,7:00 PM,THEFT,$500 AND UNDER,N
HT499253,14XX,W,RASCHER AVE,20,16-Sep-11,8:30 AM,THEFT,$500 AND UNDER,N
HT500804,39XX,W,POLK ST,11,16-Sep-11,12:00 PM,THEFT,$500 AND UNDER,N
HT515642,35XX,W,LYNDALE ST,14,16-Sep-11,3:00 PM,THEFT,$500 AND UNDER,N
HT499895,22XX,W,107TH PL,22,16-Sep-11,4:00 PM,THEFT,$500 AND UNDER,N
HT500250,13XX,W,18TH ST,12,16-Sep-11,5:00 PM,THEFT,$500 AND UNDER,N
HT500083,13XX,E,71ST PL,3,16-Sep-11,5:45 PM,THEFT,$500 AND UNDER,N
HT500313,39XX,N,LAWNDALE AVE,17,16-Sep-11,8:50 PM,THEFT,$500 AND UNDER,N
HT500442,82XX,S,COMMERCIAL AVE,4,16-Sep-11,11:00 PM,THEFT,$500 AND UNDER,N
HT501559,52XX,S,DREXEL AVE,21,17-Sep-11,9:00 AM,THEFT,$500 AND UNDER,N
HT501688,34XX,S,ARCHER AVE,9,17-Sep-11,1:00 PM,THEFT,$500 AND UNDER,N
HT501304,XX,N,CANAL ST,1,17-Sep-11,2:00 PM,THEFT,OVER $500,N
HT501304,XX,N,CANAL ST,1,17-Sep-11,2:00 PM,THEFT,OVER $500,N
HT503062,13XX,N,LAWNDALE AVE,25,17-Sep-11,2:00 PM,THEFT,$500 AND UNDER,N
HT503700,24XX,N,CLARK ST,19,17-Sep-11,3:00 PM,THEFT,OVER $500,N
HT501614,52XX,W,64TH ST,8,17-Sep-11,4:30 PM,THEFT,$500 AND UNDER,N
HT501501,104XX,S,WALLACE ST,22,17-Sep-11,5:20 PM,THEFT,$500 AND UNDER,N
HT504314,23XX,W,ADAMS ST,12,17-Sep-11,6:00 PM,THEFT,$500 AND UNDER,N
HT501546,8XX,S,LYTLE ST,12,17-Sep-11,6:05 PM,THEFT,$500 AND UNDER,N
HT512563,17XX,N,MONITOR AVE,25,17-Sep-11,6:15 PM,THEFT,$500 AND UNDER,N
HT501579,17XX,N,STOCKTON DR,18,17-Sep-11,6:30 PM,THEFT,OVER $500,N
HT501791,7XX,W,31ST ST,9,17-Sep-11,7:00 PM,THEFT,$500 AND UNDER,N
HT502582,47XX,N,MANOR AVE,17,17-Sep-11,10:00 PM,THEFT,$500 AND UNDER,N
HT503906,6XX,N,LAKE SHORE DR,18,18-Sep-11,7:00 AM,THEFT,$500 AND UNDER,N
HT502449,20XX,N,CLEVELAND AVE,18,18-Sep-11,10:40 AM,THEFT,$500 AND UNDER,N
HT502449,20XX,N,CLEVELAND AVE,18,18-Sep-11,10:40 AM,THEFT,$500 AND UNDER,N
HT502449,20XX,N,CLEVELAND AVE,18,18-Sep-11,10:40 AM,THEFT,$500 AND UNDER,N
HT505901,12XX,N,GREENVIEW AVE,14,18-Sep-11,12:00 PM,THEFT,OVER $500,N
HT503192,36XX,N,HERMITAGE AVE,19,18-Sep-11,1:15 PM,THEFT,$500 AND UNDER,N
HT502914,3XX,W,51ST PL,9,18-Sep-11,2:00 PM,THEFT,$500 AND UNDER,N
HT503216,1XX,S,MICHIGAN AVE,1,18-Sep-11,2:00 PM,THEFT,OVER $500,N
HT503813,2XX,W,26TH ST,21,18-Sep-11,4:30 PM,THEFT,$500 AND UNDER,N
HT513527,XX,E,8TH ST,1,18-Sep-11,5:30 PM,THEFT,$500 AND UNDER,N
HT507196,17XX,W,18TH ST,12,18-Sep-11,6:00 PM,THEFT,$500 AND UNDER,N
HT504779,18XX,N,SHEFFIELD AVE,18,18-Sep-11,7:30 PM,THEFT,$500 AND UNDER,N
HT505126,38XX,N,KEDZIE AVE,17,20-Sep-11,1:45 AM,THEFT,$500 AND UNDER,N
HT506217,2XX,S,COLUMBUS DR,1,20-Sep-11,8:50 AM,THEFT,$500 AND UNDER,N
HT507111,3XX,S,WELLS ST,1,20-Sep-11,9:50 AM,THEFT,$500 AND UNDER,N
HT505679,33XX,N,BROADWAY,23,20-Sep-11,10:00 AM,THEFT,$500 AND UNDER,N
HT506129,63XX,N,BELL AVE,24,20-Sep-11,5:44 PM,THEFT,$500 AND UNDER,N
HT506216,16XX,W,ARMITAGE AVE,14,20-Sep-11,6:25 PM,THEFT,$500 AND UNDER,N
HT507101,22XX,N,CALIFORNIA AVE,14,20-Sep-11,10:00 PM,THEFT,$500 AND UNDER,N
HT507656,40XX,N,BERNARD ST,17,21-Sep-11,7:00 AM,THEFT,$500 AND UNDER,N
HT508141,6XX,W,CHICAGO AVE,18,21-Sep-11,10:00 AM,THEFT,OVER $500,N
HT507562,10XX,W,ADDISON ST,23,21-Sep-11,1:00 PM,THEFT,OVER $500,N
HT509221,58XX,W,ARDMORE AVE,16,21-Sep-11,2:00 PM,THEFT,$500 AND UNDER,N
HT507878,29XX,N,RACINE AVE,19,21-Sep-11,6:00 PM,THEFT,$500 AND UNDER,N
HT509325,20XX,W,ERIE ST,13,22-Sep-11,9:00 AM,THEFT,$500 AND UNDER,N
HT509578,44XX,N,SIMONDS DR,23,22-Sep-11,3:00 PM,THEFT,OVER $500,N
HT509093,3XX,E,ILLINOIS ST,18,22-Sep-11,3:10 PM,THEFT,OVER $500,N
HT509447,28XX,N,MILWAUKEE AVE,14,22-Sep-11,6:10 PM,THEFT,$500 AND UNDER,N
HT509479,22XX,S,HAMLIN AVE,10,22-Sep-11,6:20 PM,THEFT,$500 AND UNDER,N
HT509479,22XX,S,HAMLIN AVE,10,22-Sep-11,6:20 PM,THEFT,$500 AND UNDER,N
HT509479,22XX,S,HAMLIN AVE,10,22-Sep-11,6:20 PM,THEFT,$500 AND UNDER,N
HT509550,28XX,W,DIVISION ST,13,22-Sep-11,7:28 PM,THEFT,$500 AND UNDER,N
HT509657,13XX,N,PAULINA ST,14,22-Sep-11,8:22 PM,THEFT,$500 AND UNDER,N
HT509757,41XX,W,58TH ST,8,22-Sep-11,10:00 PM,THEFT,OVER $500,N
HT509757,41XX,W,58TH ST,8,22-Sep-11,10:00 PM,THEFT,OVER $500,N
HT509757,41XX,W,58TH ST,8,22-Sep-11,10:00 PM,THEFT,OVER $500,N
HT510659,65XX,S,CLAREMONT AVE,8,22-Sep-11,11:30 PM,THEFT,$500 AND UNDER,N
HT510350,65XX,N,SHERIDAN RD,24,23-Sep-11,6:18 AM,THEFT,OVER $500,N
HT510932,22XX,S,LOOMIS ST,12,23-Sep-11,7:00 AM,THEFT,$500 AND UNDER,N
HT510170,10XX,W,47TH PL,9,23-Sep-11,8:00 AM,THEFT,$500 AND UNDER,N
HT515359,1XX,N,WACKER DR,1,23-Sep-11,8:00 AM,THEFT,OVER $500,N
HT510924,10XX,W,CHICAGO AVE,13,23-Sep-11,8:30 AM,THEFT,$500 AND UNDER,N
HT519650,14XX,W,OHIO ST,13,23-Sep-11,9:00 AM,THEFT,$500 AND UNDER,N
HT510618,16XX,W,FARWELL AVE,24,23-Sep-11,1:45 PM,THEFT,$500 AND UNDER,N
HT517690,14XX,S,KEDZIE AVE,10,23-Sep-11,2:30 PM,THEFT,$500 AND UNDER,N
HT512691,5XX,W,MADISON ST,1,23-Sep-11,3:30 PM,THEFT,$500 AND UNDER,N
HT512797,41XX,W,CRYSTAL ST,25,23-Sep-11,6:00 PM,THEFT,$500 AND UNDER,N
HT514952,51XX,N,KENMORE AVE,20,23-Sep-11,9:00 PM,THEFT,$500 AND UNDER,N
HT517136,47XX,N,PAULINA ST,19,23-Sep-11,10:00 PM,THEFT,$500 AND UNDER,N
HT512175,16XX,N,WELLS ST,18,23-Sep-11,10:00 PM,THEFT,OVER $500,N
HT511489,34XX,N,LAKE SHORE DR NB,23,23-Sep-11,11:30 PM,THEFT,$500 AND UNDER,N
HT511909,1XX,E,JACKSON DR,1,24-Sep-11,7:45 AM,THEFT,$500 AND UNDER,N
HT574726,10XX,W,GRAND AVE,13,24-Sep-11,4:00 PM,THEFT,$500 AND UNDER,N
HT513899,30XX,N,SOUTHPORT AVE,19,24-Sep-11,5:00 PM,THEFT,OVER $500,N
HT512474,5XX,N,RUSH ST,18,24-Sep-11,5:00 PM,THEFT,$500 AND UNDER,N
HT514445,37XX,N,CLIFTON AVE,23,24-Sep-11,9:00 PM,THEFT,$500 AND UNDER,N
HT513961,34XX,N,ELAINE PL,23,24-Sep-11,9:00 PM,THEFT,OVER $500,N
HT513235,32XX,N,LAKEWOOD AVE,19,25-Sep-11,6:00 AM,THEFT,$500 AND UNDER,N
HT513832,11XX,W,16TH ST,12,25-Sep-11,3:15 PM,THEFT,$500 AND UNDER,N
HT514850,53XX,S,HARPER AVE,21,26-Sep-11,1:00 AM,THEFT,OVER $500,N
HT515399,1XX,W,JACKSON BLVD,1,26-Sep-11,7:00 AM,THEFT,OVER $500,N
HT519253,16XX,S,MICHIGAN AVE,1,26-Sep-11,8:00 AM,THEFT,OVER $500,N
HT515890,33XX,N,CLARK ST,23,26-Sep-11,10:30 PM,THEFT,$500 AND UNDER,N
HT515928,19XX,W,FLETCHER ST,19,26-Sep-11,11:30 PM,THEFT,OVER $500,N
HT516201,6XX,W,IRVING PARK RD,23,27-Sep-11,8:00 AM,THEFT,OVER $500,N
HT517048,2XX,S,WACKER DR,1,27-Sep-11,8:40 AM,THEFT,OVER $500,N
HT521615,58XX,N,WASHTENAW AVE,20,27-Sep-11,10:00 AM,THEFT,$500 AND UNDER,N
HT516729,1XX,S,WABASH AVE,1,27-Sep-11,12:00 PM,THEFT,$500 AND UNDER,N
HT516914,XX,S,WABASH AVE,1,27-Sep-11,4:30 PM,THEFT,$500 AND UNDER,N
HT517341,16XX,N,MILWAUKEE AVE,14,27-Sep-11,6:25 PM,THEFT,OVER $500,N
HT517244,6XX,S,KEELER AVE,11,27-Sep-11,7:45 PM,THEFT,$500 AND UNDER,N
HT517717,47XX,N,ROCKWELL ST,19,27-Sep-11,10:30 PM,THEFT,OVER $500,N
HT517717,47XX,N,ROCKWELL ST,19,27-Sep-11,10:30 PM,THEFT,OVER $500,N
HT519376,13XX,W,FULLERTON AVE,19,28-Sep-11,6:00 AM,THEFT,$500 AND UNDER,N
HT518069,16XX,W,BELMONT AVE,19,28-Sep-11,6:00 AM,THEFT,OVER $500,N
HT520145,13XX,W,18TH PL,12,28-Sep-11,8:15 AM,THEFT,$500 AND UNDER,N
HT608263,20XX,N,MOZART ST,14,28-Sep-11,9:00 AM,THEFT,$500 AND UNDER,N
HT518442,81XX,S,MARSHFIELD AVE,6,28-Sep-11,2:00 PM,THEFT,$500 AND UNDER,N
HT520227,108XX,S,AVENUE H,4,28-Sep-11,5:00 PM,THEFT,$500 AND UNDER,N
HT518905,54XX,W,BERENICE AVE,16,28-Sep-11,5:00 PM,THEFT,$500 AND UNDER,N
HT519379,30XX,N,SHEFFIELD AVE,19,28-Sep-11,8:00 PM,THEFT,OVER $500,N
HT519753,16XX,W,PIERCE AVE,14,29-Sep-11,2:30 AM,THEFT,OVER $500,N
HT520153,89XX,S,JEFFERY BLVD,4,29-Sep-11,6:00 AM,THEFT,$500 AND UNDER,N
HT520128,34XX,N,SOUTHPORT AVE,19,29-Sep-11,5:20 PM,THEFT,OVER $500,N
HT521009,32XX,N,HOYNE AVE,19,29-Sep-11,6:30 PM,THEFT,$500 AND UNDER,N
HT521131,46XX,W,ERIE ST,11,29-Sep-11,9:30 PM,THEFT,$500 AND UNDER,N
HT521553,19XX,N,HONORE ST,14,30-Sep-11,12:00 AM,THEFT,OVER $500,N
HT521876,74XX,N,FAIRFIELD AVE,24,30-Sep-11,1:00 PM,THEFT,$500 AND UNDER,N
HT524306,2XX,S,CANAL ST,1,30-Sep-11,4:00 PM,THEFT,$500 AND UNDER,N
HT527151,XX,S,ASHLAND AVE,12,30-Sep-11,4:00 PM,THEFT,$500 AND UNDER,N
HT515354,57XX,S,KIMBARK AVE,21,30-Sep-11,5:00 PM,THEFT,OVER $500,N
HT521819,18XX,N,DAMEN AVE,14,30-Sep-11,6:40 PM,THEFT,$500 AND UNDER,N
HT522486,19XX,N,SHEFFIELD AVE,18,30-Sep-11,11:55 PM,THEFT,OVER $500,N
HT544437,37XX,W,CORNELIA AVE,17,1-Oct-11,12:01 AM,THEFT,OVER $500,N
HT522670,41XX,W,MADISON ST,11,1-Oct-11,10:40 AM,THEFT,OVER $500,N
HT524440,12XX,W,ARGYLE ST,20,1-Oct-11,4:00 PM,THEFT,OVER $500,N
HT524218,22XX,N,KENNETH AVE,25,1-Oct-11,5:00 PM,THEFT,$500 AND UNDER,N
HT524218,22XX,N,KENNETH AVE,25,1-Oct-11,5:00 PM,THEFT,$500 AND UNDER,N
HT524510,27XX,N,LINCOLN AVE,19,1-Oct-11,6:00 PM,THEFT,OVER $500,N
HT524510,27XX,N,LINCOLN AVE,19,1-Oct-11,6:00 PM,THEFT,OVER $500,N
HT570101,6XX,W,IRVING PARK RD,23,2-Oct-11,10:00 AM,THEFT,OVER $500,N
HT570101,6XX,W,IRVING PARK RD,23,2-Oct-11,10:00 AM,THEFT,OVER $500,N
HT524373,50XX,N,KEDVALE AVE,17,2-Oct-11,3:46 PM,THEFT,$500 AND UNDER,N
HT524537,6XX,E,GRAND AVE,18,2-Oct-11,5:20 PM,THEFT,$500 AND UNDER,N
HT531752,22XX,N,MAPLEWOOD AVE,14,3-Oct-11,12:30 AM,THEFT,$500 AND UNDER,N
HT525105,47XX,S,TRIPP AVE,8,3-Oct-11,6:20 AM,THEFT,$500 AND UNDER,N
HT525996,23XX,N,KENMORE AVE,18,3-Oct-11,8:30 AM,THEFT,OVER $500,N
HT526674,61XX,S,UNIVERSITY AVE,3,3-Oct-11,12:30 PM,THEFT,OVER $500,N
HT525878,28XX,N,CLARK ST,19,3-Oct-11,3:00 PM,THEFT,$500 AND UNDER,N
HT527472,4XX,W,ADAMS ST,1,3-Oct-11,4:00 PM,THEFT,OVER $500,N
HT485737,17XX,W,CORNELIA AVE,19,3-Oct-11,4:00 PM,THEFT,$500 AND UNDER,N
HT485746,20XX,N,ORCHARD ST,18,3-Oct-11,4:00 PM,THEFT,OVER $500,N
HT485920,54XX,N,EAST RIVER RD,16,3-Oct-11,4:00 PM,THEFT,$500 AND UNDER,N
HT530335,47XX,N,KENMORE AVE,23,3-Oct-11,5:00 PM,THEFT,OVER $500,N
HT487510,17XX,W,FLETCHER ST,19,3-Oct-11,5:00 PM,THEFT,OVER $500,N
HT526996,42XX,N,GREENVIEW AVE,19,3-Oct-11,10:00 PM,THEFT,OVER $500,N
HT530065,33XX,N,KENMORE AVE,19,3-Oct-11,10:30 PM,THEFT,OVER $500,N
HT527503,17XX,N,CLARK ST,18,4-Oct-11,5:30 AM,THEFT,OVER $500,N
HT488493,2XX,N,COLUMBUS DR,1,4-Oct-11,1:00 PM,THEFT,OVER $500,N
HT528275,33XX,W,FOSTER AVE,17,4-Oct-11,3:45 PM,THEFT,$500 AND UNDER,N
HT527443,91XX,S,COMMERCIAL AVE,4,4-Oct-11,5:42 PM,THEFT,$500 AND UNDER,N
HT528006,14XX,S,HALSTED ST,12,4-Oct-11,6:00 PM,THEFT,$500 AND UNDER,N
HT527762,36XX,W,DEVON AVE,17,4-Oct-11,7:00 PM,THEFT,$500 AND UNDER,N
HT527839,10XX,N,ELSTON AVE,13,4-Oct-11,9:00 PM,THEFT,$500 AND UNDER,N
HT529153,14XX,W,105TH ST,22,4-Oct-11,9:00 PM,THEFT,$500 AND UNDER,N
HT529177,29XX,N,LINCOLN AVE,19,4-Oct-11,9:30 PM,THEFT,OVER $500,N
HT530154,25XX,N,LINCOLN AVE,19,5-Oct-11,8:00 AM,THEFT,OVER $500,N
HT531649,2XX,W,MONROE ST,1,5-Oct-11,8:00 AM,THEFT,OVER $500,N
HT528986,6XX,W,BARRY AVE,23,5-Oct-11,4:00 PM,THEFT,$500 AND UNDER,N
HT529085,22XX,W,23RD ST,10,5-Oct-11,6:20 PM,THEFT,$500 AND UNDER,N
HT529607,12XX,N,CLARK ST,18,6-Oct-11,1:00 AM,THEFT,$500 AND UNDER,N
HT530364,33XX,N,CLARK ST,19,6-Oct-11,8:00 AM,THEFT,OVER $500,N
HT530905,15XX,N,ARTESIAN AVE,14,6-Oct-11,2:00 PM,THEFT,OVER $500,N
HT530905,15XX,N,ARTESIAN AVE,14,6-Oct-11,2:00 PM,THEFT,OVER $500,N
HT530451,7XX,W,CORNELIA AVE,23,6-Oct-11,3:45 PM,THEFT,$500 AND UNDER,N
HT533271,79XX,S,HONORE ST,6,6-Oct-11,6:00 PM,THEFT,$500 AND UNDER,N
HT532571,45XX,S,ST LOUIS AVE,8,6-Oct-11,10:30 PM,THEFT,$500 AND UNDER,N
HT533780,6XX,W,ROSCOE ST,23,6-Oct-11,11:00 PM,THEFT,OVER $500,N
HT544598,2XX,N,KEDZIE AVE,11,7-Oct-11,2:00 AM,THEFT,OVER $500,N
HT538846,7XX,W,BROMPTON AVE,23,7-Oct-11,8:30 AM,THEFT,$500 AND UNDER,N
HT533199,81XX,S,TROY ST,8,7-Oct-11,5:00 PM,THEFT,$500 AND UNDER,N
HT532087,58XX,N,CUMBERLAND AVE,16,7-Oct-11,5:00 PM,THEFT,$500 AND UNDER,N
HT533178,5XX,W,HAWTHORNE PL,23,7-Oct-11,5:00 PM,THEFT,$500 AND UNDER,N
HT536293,2XX,W,HILL ST,18,7-Oct-11,5:00 PM,THEFT,$500 AND UNDER,N
HT534581,11XX,N,LA SALLE DR,18,7-Oct-11,10:00 PM,THEFT,$500 AND UNDER,N
HT532600,56XX,W,CHICAGO AVE,15,7-Oct-11,11:30 PM,THEFT,$500 AND UNDER,N
HT532791,14XX,N,MILWAUKEE AVE,14,8-Oct-11,2:40 AM,THEFT,OVER $500,N
HT532791,14XX,N,MILWAUKEE AVE,14,8-Oct-11,2:40 AM,THEFT,OVER $500,N
HT533239,4XX,N,CITY FRONT PLAZA DR,18,8-Oct-11,9:00 AM,THEFT,OVER $500,N
HT537432,9XX,E,62ND ST,3,8-Oct-11,12:00 PM,THEFT,OVER $500,N
HT537432,9XX,E,62ND ST,3,8-Oct-11,12:00 PM,THEFT,OVER $500,N
HT533476,22XX,N,STOCKTON DR,18,8-Oct-11,1:30 PM,THEFT,OVER $500,N
HT533476,22XX,N,STOCKTON DR,18,8-Oct-11,1:30 PM,THEFT,OVER $500,N
HT533493,55XX,S,DAMEN AVE,7,8-Oct-11,3:15 PM,THEFT,$500 AND UNDER,N
HT534075,48XX,N,RAVENSWOOD AVE,20,8-Oct-11,3:30 PM,THEFT,OVER $500,N
HT534075,48XX,N,RAVENSWOOD AVE,20,8-Oct-11,3:30 PM,THEFT,OVER $500,N
HT533631,18XX,W,DIVERSEY PKWY,19,8-Oct-11,4:30 PM,THEFT,OVER $500,N
HT533628,77XX,S,NORMAL AVE,6,8-Oct-11,4:45 PM,THEFT,$500 AND UNDER,N
HT538460,XX,W,95TH ST,6,8-Oct-11,7:30 PM,THEFT,$500 AND UNDER,N
HT533907,51XX,N,LOTUS AVE,16,8-Oct-11,8:00 PM,THEFT,$500 AND UNDER,N
HT534772,XX,N,LAVERGNE AVE,15,8-Oct-11,9:00 PM,THEFT,$500 AND UNDER,N
HT534488,18XX,N,FREMONT ST,18,8-Oct-11,9:00 PM,THEFT,OVER $500,N
HT534729,33XX,N,LEAVITT ST,19,8-Oct-11,9:00 PM,THEFT,$500 AND UNDER,N
HT534501,88XX,S,BLACKSTONE AVE,4,8-Oct-11,10:15 PM,THEFT,OVER $500,N
HT534973,9XX,W,FULTON MARKET,12,9-Oct-11,12:01 AM,THEFT,$500 AND UNDER,N
HT534855,3XX,E,MONROE DR,1,9-Oct-11,7:30 AM,THEFT,OVER $500,N
HT534960,9XX,N,RACINE AVE,13,9-Oct-11,1:00 PM,THEFT,$500 AND UNDER,N
HT535070,1XX,N,STATE ST,1,9-Oct-11,5:00 PM,THEFT,OVER $500,N
HT540513,15XX,W,OAKDALE AVE,19,9-Oct-11,9:00 PM,THEFT,OVER $500,N
HT535763,23XX,N,KARLOV AVE,25,9-Oct-11,10:00 PM,THEFT,$500 AND UNDER,N
HT536464,105XX,S,RIDGEWAY AVE,22,10-Oct-11,12:00 AM,THEFT,$500 AND UNDER,N
HT536310,75XX,N,HOYNE AVE,24,10-Oct-11,2:45 PM,THEFT,$500 AND UNDER,N
HT536605,111XX,S,ABERDEEN ST,22,10-Oct-11,5:40 PM,THEFT,$500 AND UNDER,N
HT536684,20XX,W,CHICAGO AVE,13,10-Oct-11,6:00 PM,THEFT,$500 AND UNDER,N
HT537361,46XX,N,FRANCISCO AVE,17,10-Oct-11,6:30 PM,THEFT,$500 AND UNDER,N
HT538189,29XX,N,NEW ENGLAND AVE,25,11-Oct-11,1:30 AM,THEFT,OVER $500,N
HT537150,51XX,W,LEXINGTON ST,15,11-Oct-11,7:00 AM,THEFT,$500 AND UNDER,N
HT538159,XX,W,WASHINGTON ST,1,11-Oct-11,8:00 AM,THEFT,$500 AND UNDER,N
HT538382,15XX,N,DAMEN AVE,14,11-Oct-11,8:40 AM,THEFT,$500 AND UNDER,N
HT538976,28XX,N,CLARK ST,23,11-Oct-11,3:30 PM,THEFT,OVER $500,N
HT542038,48XX,S,ARCHER AVE,8,11-Oct-11,7:00 PM,THEFT,$500 AND UNDER,N
HT539744,9XX,W,DAKIN ST,23,11-Oct-11,9:00 PM,THEFT,$500 AND UNDER,N
HT538872,5XX,W,MADISON ST,1,11-Oct-11,10:00 PM,THEFT,$500 AND UNDER,N
HT539492,48XX,W,THOMAS ST,15,12-Oct-11,6:00 AM,THEFT,$500 AND UNDER,N
HT539492,48XX,W,THOMAS ST,15,12-Oct-11,6:00 AM,THEFT,$500 AND UNDER,N
HT539492,48XX,W,THOMAS ST,15,12-Oct-11,6:00 AM,THEFT,$500 AND UNDER,N
HT526954,19XX,W,DIVISION ST,13,12-Oct-11,1:00 PM,THEFT,OVER $500,N
HT526954,19XX,W,DIVISION ST,13,12-Oct-11,1:00 PM,THEFT,OVER $500,N
HT541319,17XX,N,WASHTENAW AVE,14,12-Oct-11,5:00 PM,THEFT,OVER $500,N
HT539857,52XX,N,OLEANDER AVE,16,12-Oct-11,6:25 PM,THEFT,$500 AND UNDER,N
HT541242,7XX,N,LA SALLE DR,18,12-Oct-11,9:45 PM,THEFT,OVER $500,N
HT528780,53XX,N,SHERIDAN RD,20,13-Oct-11,1:30 PM,THEFT,$500 AND UNDER,N
HT545619,XX,N,LA SALLE ST,1,13-Oct-11,1:30 PM,THEFT,OVER $500,N
HT528762,6XX,W,ROSCOE ST,23,13-Oct-11,2:00 PM,THEFT,OVER $500,N
HT541266,32XX,W,WARREN BLVD,11,13-Oct-11,4:00 PM,THEFT,$500 AND UNDER,N
HT541691,20XX,N,CLEVELAND AVE,18,13-Oct-11,4:00 PM,THEFT,OVER $500,N
HT541266,32XX,W,WARREN BLVD,11,13-Oct-11,4:00 PM,THEFT,$500 AND UNDER,N
HT547035,47XX,N,KIMBALL AVE,17,13-Oct-11,4:00 PM,THEFT,$500 AND UNDER,N
HT530124,20XX,W,ST PAUL AVE,14,13-Oct-11,6:00 PM,THEFT,OVER $500,N
HT530124,20XX,W,ST PAUL AVE,14,13-Oct-11,6:00 PM,THEFT,OVER $500,N
HT546327,58XX,W,GIDDINGS ST,16,14-Oct-11,8:00 AM,THEFT,OVER $500,N
